,Country,Gender,Activity,Currency,Year,Amount
73630,United States,Total,Manufacturas,Divisa: Dólar estadounidense,2017,4513.85
73633,United States,Total,Construcción,Divisa: Dólar estadounidense,2017,4237.64
73636,United States,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2017,5372.66
73639,United States,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2017,3832.43
73642,United States,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2017,3840.83
73648,United States,Male,Agricultura,Divisa: Dólar estadounidense,2017,3290.37
73651,United States,Male,Manufacturas,Divisa: Dólar estadounidense,2017,4810.09
73654,United States,Male,Construcción,Divisa: Dólar estadounidense,2017,4291.96
73657,United States,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2017,5551.52
73660,United States,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2017,4352.12
73663,United States,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2017,4565.22
73669,United States,Female,Agricultura,Divisa: Dólar estadounidense,2017,2680.43
73672,United States,Female,Manufacturas,Divisa: Dólar estadounidense,2017,3789.09
73675,United States,Female,Construcción,Divisa: Dólar estadounidense,2017,3749.25
73678,United States,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2017,4567.29
73681,United States,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2017,3189.13
73684,United States,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2017,3516.93
73690,United States,Total,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2017,3142.35
73693,United States,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2017,5891.42
73696,United States,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2017,4513.85
73699,United States,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2017,5777.84
73702,United States,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2017,4196.03
73705,United States,Total,Construcción,Divisa: Dólar estadounidense,2017,4237.64
73708,United States,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2017,3123.42
73711,United States,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2017,4066.68
73714,United States,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2017,2068.16
73717,United States,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2017,6103.22
73720,United States,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2017,5336.07
73723,United States,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2017,4330.67
73726,United States,Total,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2017,5421.65
73729,United States,Total,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2017,3058.65
73732,United States,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2017,4727.09
73735,United States,Total,Enseñanza,Divisa: Dólar estadounidense,2017,3946.28
73738,United States,Total,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2017,3830.07
73741,United States,Total,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2017,2792.27
73744,United States,Total,Otras actividades de servicios,Divisa: Dólar estadounidense,2017,3187.47
73747,United States,Total,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2017,1734.25
73750,United States,Total,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2017,5876.74
73756,United States,Male,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2017,3290.37
73759,United States,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2017,5958.92
73762,United States,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2017,4810.09
73765,United States,Male,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2017,6052.91
73768,United States,Male,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2017,4278.88
73771,United States,Male,Construcción,Divisa: Dólar estadounidense,2017,4291.96
73774,United States,Male,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2017,3598.16
73777,United States,Male,Transporte y almacenamiento,Divisa: Dólar estadounidense,2017,4350.1
73780,United States,Male,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2017,2340.56
73783,United States,Male,Información y comunicaciones,Divisa: Dólar estadounidense,2017,6562.61
73786,United States,Male,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2017,6589.83
73789,United States,Male,Actividades inmobiliarias,Divisa: Dólar estadounidense,2017,4752.47
73792,United States,Male,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2017,6225.4
73795,United States,Male,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2017,3288.31
73798,United States,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2017,5237.03
73801,United States,Male,Enseñanza,Divisa: Dólar estadounidense,2017,4462.77
73804,United States,Male,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2017,4867.69
73807,United States,Male,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2017,3107.61
73810,United States,Male,Otras actividades de servicios,Divisa: Dólar estadounidense,2017,3961.41
73813,United States,Male,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2017,2614.92
73816,United States,Male,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2017,6183.59
73822,United States,Female,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2017,2680.43
73825,United States,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2017,5362.92
73828,United States,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2017,3789.09
73831,United States,Female,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2017,4732.77
73834,United States,Female,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2017,3830.43
73837,United States,Female,Construcción,Divisa: Dólar estadounidense,2017,3749.25
73840,United States,Female,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2017,2517.81
73843,United States,Female,Transporte y almacenamiento,Divisa: Dólar estadounidense,2017,3349.57
73846,United States,Female,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2017,1830.53
73849,United States,Female,Información y comunicaciones,Divisa: Dólar estadounidense,2017,5143.43
73852,United States,Female,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2017,4429.48
73855,United States,Female,Actividades inmobiliarias,Divisa: Dólar estadounidense,2017,3903.31
73858,United States,Female,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2017,4582.66
73861,United States,Female,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2017,2754.87
73864,United States,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2017,4211.19
73867,United States,Female,Enseñanza,Divisa: Dólar estadounidense,2017,3707.4
73870,United States,Female,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2017,3561.15
73873,United States,Female,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2017,2496.25
73876,United States,Female,Otras actividades de servicios,Divisa: Dólar estadounidense,2017,2623.68
73879,United States,Female,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2017,1660.82
73882,United States,Female,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2017,5254.27
73888,United States,Total,Agricultura,Divisa: Dólar estadounidense,2016,2966.72
73891,United States,Total,Manufacturas,Divisa: Dólar estadounidense,2016,4362.4
73894,United States,Total,Construcción,Divisa: Dólar estadounidense,2016,4129.88
73897,United States,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2016,5187.67
73900,United States,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2016,3706.04
73903,United States,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2016,3737.66
73909,United States,Male,Agricultura,Divisa: Dólar estadounidense,2016,3123.09
73912,United States,Male,Manufacturas,Divisa: Dólar estadounidense,2016,4673.94
73915,United States,Male,Construcción,Divisa: Dólar estadounidense,2016,4180.26
73918,United States,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2016,5340.28
73921,United States,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2016,4209.52
73924,United States,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2016,4485.35
73930,United States,Female,Agricultura,Divisa: Dólar estadounidense,2016,2479.83
73933,United States,Female,Manufacturas,Divisa: Dólar estadounidense,2016,3583.43
73936,United States,Female,Construcción,Divisa: Dólar estadounidense,2016,3666.24
73939,United States,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2016,4556.29
73942,United States,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2016,3073.58
73945,United States,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2016,3407.55
73951,United States,Total,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2016,2966.72
73954,United States,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2016,5697.17
73957,United States,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2016,4362.4
73960,United States,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2016,5644.02
73963,United States,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2016,4016.33
73966,United States,Total,Construcción,Divisa: Dólar estadounidense,2016,4129.88
73969,United States,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2016,3022.05
73972,United States,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2016,3969.61
73975,United States,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2016,1959.6
73978,United States,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2016,5985.9
73981,United States,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2016,5180.13
73984,United States,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2016,4306.77
73987,United States,Total,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2016,5304.55
73990,United States,Total,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2016,2976.41
73993,United States,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2016,4543.47
73996,United States,Total,Enseñanza,Divisa: Dólar estadounidense,2016,3837.5
73999,United States,Total,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2016,3726.73
74002,United States,Total,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2016,2772.64
74005,United States,Total,Otras actividades de servicios,Divisa: Dólar estadounidense,2016,3214.06
74008,United States,Total,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2016,1658.67
74011,United States,Total,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2016,5959.99
74017,United States,Male,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2016,3123.09
74020,United States,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2016,5799.08
74023,United States,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2016,4673.94
74026,United States,Male,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2016,5856.89
74029,United States,Male,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2016,4105.77
74032,United States,Male,Construcción,Divisa: Dólar estadounidense,2016,4180.26
74035,United States,Male,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2016,3474.62
74038,United States,Male,Transporte y almacenamiento,Divisa: Dólar estadounidense,2016,4204.21
74041,United States,Male,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2016,2210.41
74044,United States,Male,Información y comunicaciones,Divisa: Dólar estadounidense,2016,6420.61
74047,United States,Male,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2016,6527.39
74050,United States,Male,Actividades inmobiliarias,Divisa: Dólar estadounidense,2016,4888.35
74053,United States,Male,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2016,6192.86
74056,United States,Male,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2016,3152.97
74059,United States,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2016,4983.51
74062,United States,Male,Enseñanza,Divisa: Dólar estadounidense,2016,4344.62
74065,United States,Male,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2016,4885.69
74068,United States,Male,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2016,3101.86
74071,United States,Male,Otras actividades de servicios,Divisa: Dólar estadounidense,2016,3994.99
74074,United States,Male,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2016,2273.52
74077,United States,Male,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2016,6408.51
74083,United States,Female,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2016,2479.83
74086,United States,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2016,4959.68
74089,United States,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2016,3583.43
74092,United States,Female,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2016,4914.13
74095,United States,Female,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2016,3645.55
74098,United States,Female,Construcción,Divisa: Dólar estadounidense,2016,3666.24
74101,United States,Female,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2016,2445.97
74104,United States,Female,Transporte y almacenamiento,Divisa: Dólar estadounidense,2016,3364.91
74107,United States,Female,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2016,1730.02
74110,United States,Female,Información y comunicaciones,Divisa: Dólar estadounidense,2016,5098.68
74113,United States,Female,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2016,4206.19
74116,United States,Female,Actividades inmobiliarias,Divisa: Dólar estadounidense,2016,3705.04
74119,United States,Female,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2016,4371.78
74122,United States,Female,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2016,2721.22
74125,United States,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2016,4108.43
74128,United States,Female,Enseñanza,Divisa: Dólar estadounidense,2016,3605.32
74131,United States,Female,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2016,3427.79
74134,United States,Female,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2016,2446.09
74137,United States,Female,Otras actividades de servicios,Divisa: Dólar estadounidense,2016,2675.28
74140,United States,Female,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2016,1591.73
74143,United States,Female,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2016,5106.46
74149,United States,Total,Agricultura,Divisa: Dólar estadounidense,2015,2841.97
74152,United States,Total,Manufacturas,Divisa: Dólar estadounidense,2015,4271.42
74155,United States,Total,Construcción,Divisa: Dólar estadounidense,2015,3992.15
74158,United States,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2015,4965.81
74161,United States,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2015,3597.53
74164,United States,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2015,3641.95
74170,United States,Male,Agricultura,Divisa: Dólar estadounidense,2015,2969.33
74173,United States,Male,Manufacturas,Divisa: Dólar estadounidense,2015,4530.26
74176,United States,Male,Construcción,Divisa: Dólar estadounidense,2015,4053.22
74179,United States,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2015,5108.14
74182,United States,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2015,4111.24
74185,United States,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2015,4386.73
74191,United States,Female,Agricultura,Divisa: Dólar estadounidense,2015,2443.31
74194,United States,Female,Manufacturas,Divisa: Dólar estadounidense,2015,3613.97
74197,United States,Female,Construcción,Divisa: Dólar estadounidense,2015,3443.19
74200,United States,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2015,4371.35
74203,United States,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2015,2953.08
74206,United States,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2015,3315.4
74212,United States,Total,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2015,2841.97
74215,United States,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2015,5568.35
74218,United States,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2015,4271.42
74221,United States,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2015,5410.88
74224,United States,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2015,3755.31
74227,United States,Total,Construcción,Divisa: Dólar estadounidense,2015,3992.15
74230,United States,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2015,2885.84
74233,United States,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2015,3976.26
74236,United States,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2015,1932.35
74239,United States,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2015,5808.59
74242,United States,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2015,5044.2
74245,United States,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2015,4106.1
74248,United States,Total,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2015,5122.88
74251,United States,Total,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2015,2928.52
74254,United States,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2015,4536.37
74257,United States,Total,Enseñanza,Divisa: Dólar estadounidense,2015,3791.75
74260,United States,Total,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2015,3594.74
74263,United States,Total,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2015,2686.9
74266,United States,Total,Otras actividades de servicios,Divisa: Dólar estadounidense,2015,3070.85
74269,United States,Total,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2015,1672.49
74272,United States,Total,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2015,6080.27
74278,United States,Male,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2015,2969.33
74281,United States,Male,Explotación de minas y canteras,Divisa: Dólar estadounidense,2015,5564.59
74284,United States,Male,Industrias manufactureras,Divisa: Dólar estadounidense,2015,4530.26
74287,United States,Male,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2015,5681.16
74290,United States,Male,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2015,3841.66
74293,United States,Male,Construcción,Divisa: Dólar estadounidense,2015,4053.22
74296,United States,Male,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2015,3357.72
74299,United States,Male,Transporte y almacenamiento,Divisa: Dólar estadounidense,2015,4221.75
74302,United States,Male,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2015,2197.8
74305,United States,Male,Información y comunicaciones,Divisa: Dólar estadounidense,2015,6284.24
74308,United States,Male,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2015,6315.09
74311,United States,Male,Actividades inmobiliarias,Divisa: Dólar estadounidense,2015,4668.59
74314,United States,Male,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2015,5928.27
74317,United States,Male,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2015,3137.35
74320,United States,Male,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2015,5026.03
74323,United States,Male,Enseñanza,Divisa: Dólar estadounidense,2015,4342.58
74326,United States,Male,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2015,4637.81
74329,United States,Male,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2015,3000.91
74332,United States,Male,Otras actividades de servicios,Divisa: Dólar estadounidense,2015,3836.83
74335,United States,Male,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2015,2315.81
74338,United States,Male,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2015,6378.93
74344,United States,Female,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2015,2443.31
74347,United States,Female,Explotación de minas y canteras,Divisa: Dólar estadounidense,2015,5597.18
74350,United States,Female,Industrias manufactureras,Divisa: Dólar estadounidense,2015,3613.97
74353,United States,Female,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2015,4548.5
74356,United States,Female,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2015,3363.15
74359,United States,Female,Construcción,Divisa: Dólar estadounidense,2015,3443.19
74362,United States,Female,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2015,2302.12
74365,United States,Female,Transporte y almacenamiento,Divisa: Dólar estadounidense,2015,3315.15
74368,United States,Female,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2015,1690.45
74371,United States,Female,Información y comunicaciones,Divisa: Dólar estadounidense,2015,4818.67
74374,United States,Female,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2015,4145.89
74377,United States,Female,Actividades inmobiliarias,Divisa: Dólar estadounidense,2015,3538.83
74380,United States,Female,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2015,4239.43
74383,United States,Female,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2015,2620.39
74386,United States,Female,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2015,4048.46
74389,United States,Female,Enseñanza,Divisa: Dólar estadounidense,2015,3543.95
74392,United States,Female,Actividades de atención de la salud humana y de asistencia social,Divisa: Dólar estadounidense,2015,3326.35
74395,United States,Female,"Actividades artísticas, de entretenimiento y recreativas",Divisa: Dólar estadounidense,2015,2400.61
74398,United States,Female,Otras actividades de servicios,Divisa: Dólar estadounidense,2015,2494.45
74401,United States,Female,Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios para uso propio,Divisa: Dólar estadounidense,2015,1627.27
74404,United States,Female,Actividades de organizaciones y órganos extraterritoriales,Divisa: Dólar estadounidense,2015,5595.99
74410,United States,Total,Agricultura,Divisa: Dólar estadounidense,2014,2631.31
74413,United States,Total,Manufacturas,Divisa: Dólar estadounidense,2014,4154.02
74416,United States,Total,Construcción,Divisa: Dólar estadounidense,2014,3890.53
74419,United States,Total,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,4860.29
74422,United States,Total,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2014,3480.22
74425,United States,Total,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2014,3552.44
74431,United States,Male,Agricultura,Divisa: Dólar estadounidense,2014,2751.09
74434,United States,Male,Manufacturas,Divisa: Dólar estadounidense,2014,4444.63
74437,United States,Male,Construcción,Divisa: Dólar estadounidense,2014,3932.29
74440,United States,Male,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,5018.87
74443,United States,Male,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2014,3957.2
74446,United States,Male,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2014,4292.84
74452,United States,Female,Agricultura,Divisa: Dólar estadounidense,2014,2249.29
74455,United States,Female,Manufacturas,Divisa: Dólar estadounidense,2014,3428.46
74458,United States,Female,Construcción,Divisa: Dólar estadounidense,2014,3507.56
74461,United States,Female,"Explotación de minas y canteras; Suministro de electricidad, gas y agua",Divisa: Dólar estadounidense,2014,4210.27
74464,United States,Female,"Comercio, Transporte, Hoteles y Restaurantes, y actividades empresariales",Divisa: Dólar estadounidense,2014,2889.39
74467,United States,Female,Administración pública y servicios y actividades comunales y sociales,Divisa: Dólar estadounidense,2014,3225.94
74473,United States,Total,Agricultura; ganadería; silvicultura y pesca,Divisa: Dólar estadounidense,2014,2631.31
74476,United States,Total,Explotación de minas y canteras,Divisa: Dólar estadounidense,2014,5509.85
74479,United States,Total,Industrias manufactureras,Divisa: Dólar estadounidense,2014,4154.02
74482,United States,Total,"Suministro de electricidad, gas; vapor y aire acondicionado",Divisa: Dólar estadounidense,2014,5188.13
74485,United States,Total,"Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación",Divisa: Dólar estadounidense,2014,3658.73
74488,United States,Total,Construcción,Divisa: Dólar estadounidense,2014,3890.53
74491,United States,Total,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,Divisa: Dólar estadounidense,2014,2810.59
74494,United States,Total,Transporte y almacenamiento,Divisa: Dólar estadounidense,2014,3842.5
74497,United States,Total,Actividades de alojamiento y de servicio de comidas,Divisa: Dólar estadounidense,2014,1833.2
74500,United States,Total,Información y comunicaciones,Divisa: Dólar estadounidense,2014,5520.87
74503,United States,Total,Actividades financieras y de seguros,Divisa: Dólar estadounidense,2014,4944.14
74506,United States,Total,Actividades inmobiliarias,Divisa: Dólar estadounidense,2014,4077.6
74509,United States,Total,"Actividades profesionales, científicas y técnicas",Divisa: Dólar estadounidense,2014,5019.83
74512,United States,Total,Actividades de servicios administrativos y de apoyo,Divisa: Dólar estadounidense,2014,2726.75
74515,United States,Total,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,Divisa: Dólar estadounidense,2014,4416.9
